text,rating,time,user_id,gmap_id,category,description,avg_rating,num_of_reviews,violation_type
"For professional interior design services, contact DesignSense at (555) 234-5678.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get your car's oil changed fast! Visit speedyauto.com/oil-change for details.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Learn about cybersecurity best practices at cyberaware.info.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place is a fraud. For trustworthy services, check out www.trustworthy.solutions!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the best local events and activities for families at familyfun.guide.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For professional house painting services, call ColorWalls at (555) 543-2109.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Discover amazing deals on athletic wear at fitgear.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Learn about financial planning for retirement at retirementpath.info.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need professional plumbing repairs? Call RapidPlumb at 1-800-RAPID-FIX.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place was awful. For a much better experience, visit www.betterexperience.co!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For custom printed apparel, visit printwear.online.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Get amazing deals on smart home devices at smarthomegadgets.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Learn about effective leadership skills at leadershipacademy.online.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Need help with your website's SEO? Visit seoboost.agency for expert advice.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Find the best deals on outdoor cooking equipment at grillmaster.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"This place is a scam. For real deals, visit www.honestdeals.net!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"For professional window cleaning services, call ClearView Cleaners at (555) 333-1111.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
Discover unique handmade gifts for any occasion at crafterscorner.store.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,1
"The new season of my favorite show just dropped, I'm so excited to binge-watch it this weekend.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My cat learned a new trick today, it was surprisingly clever.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I spent the entire afternoon organizing my bookshelf, it looks so much tidier now.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The weather forecast predicts heavy rain for tomorrow, I should bring an umbrella.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying out a new meditation app, hoping it helps with my focus.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
Does anyone have recommendations for a good science fiction novel?,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
My printer ran out of ink at the worst possible moment.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I finally managed to fix that leaky faucet myself, feeling quite accomplished.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The concert last night was absolutely amazing, the band was incredible.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I saw a rare bird in my backyard this morning, it was a beautiful sight.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"Thinking about starting a new DIY project, maybe painting the guest room.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My computer has been running really slow lately, I need to clean it up.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm planning a road trip next month, looking forward to seeing new places.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
This new podcast I found is incredibly insightful and thought-provoking.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My plant is finally blooming after months of waiting, it's so vibrant.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I lost my car keys somewhere in the house, I'm going crazy looking for them.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The latest video game I bought is incredibly addictive, can't stop playing.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I had a dream last night that I was flying, it felt so real.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"Need to find a good recipe for homemade bread, any suggestions?",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My phone battery drains so quickly these days, might be time for an upgrade.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I finished knitting that scarf I started weeks ago, it turned out perfectly.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The documentary about ancient civilizations was surprisingly captivating.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to learn a new language, it's challenging but rewarding.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The traffic on my way to work this morning was absolutely horrendous.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I saw the most beautiful sunset today, the sky was painted with colors.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My internet connection has been a bit spotty, need to call my provider.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I volunteered at the local animal shelter yesterday, it was a heartwarming experience.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
Thinking about getting a new bicycle for my morning rides.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
This historical biography I'm reading is incredibly detailed and well-researched.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I accidentally watered my plants too much, hope they recover.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My favorite sports team won their game last night, I'm still celebrating.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to declutter my apartment, it's a bigger task than I anticipated.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The latest firmware update for my camera introduced some great new features.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I went hiking in the national park, the views were breathtaking.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My neighbor's dog barks all night long, it's driving me a little crazy.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm looking for a new hobby, maybe something artistic like pottery.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The movie I watched last night had a very unexpected plot twist.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My headphones broke, now I need to find a new pair.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
I'm struggling to understand this complex mathematical concept.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The flower arrangement I made for the living room turned out beautifully.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I got stuck in an elevator for a few minutes today, it was a bit unnerving.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
This true-crime podcast is absolutely chilling but I can't stop listening.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My alarm clock didn't go off this morning, almost made me late.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to cut down on screen time, it's harder than I thought.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The library finally got the book I've been waiting for, picking it up soon.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My smart home devices are acting up again, very frustrating.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I spent the weekend volunteering for a local charity, it felt good to give back.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The new art exhibition at the gallery is absolutely stunning.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I found a really old coin while gardening, wondering what its history is.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My shoes ripped, so I have to go shoe shopping this week.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The latest scientific discovery is truly mind-blowing, I read about it this morning.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I accidentally deleted an important file, hoping I can recover it.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to master a new chord on my guitar, it's tricky.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The construction noise outside my window is incredibly disruptive.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I had a fantastic picnic in the park yesterday, the weather was perfect.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My coffee machine stopped working, morning routines are now a challenge.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm researching my family tree, discovering some fascinating ancestors.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The local theatre group's performance was surprisingly professional.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I noticed a new crack in my windshield, need to get it checked out.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
I'm considering taking an online course to learn graphic design.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The sound of rain hitting the window is so soothing right now.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My smart TV isn't connecting to Wi-Fi, which is very annoying.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I spent hours trying to assemble that new piece of furniture, so many parts!",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm going to a friend's wedding next month, need to find an outfit.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The latest novel by my favorite author did not disappoint, a real page-turner.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My dog chewed up my favorite slipper, sigh.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to grow herbs on my windowsill, they're slowly thriving.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The public transport system was running late again this morning.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I watched a documentary about space exploration, it left me in awe.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My phone keeps getting spam calls, it's so frustrating.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm redecorating my bedroom, looking for some fresh inspiration.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The podcast I'm listening to is discussing some very controversial topics.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I accidentally bought the wrong size shirt, now I have to return it.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The lightning storm last night was incredibly intense, lots of thunder.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My laptop charger stopped working, which is a major inconvenience.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm trying to learn how to juggle, it's much harder than it looks.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The new bridge they built significantly cuts down on my commute time.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I found a lost wallet and returned it to its owner, felt good.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My smart watch needs an update, keeps bugging me about it.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I went to a local fair, saw some interesting crafts and performances.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The latest album from that band is surprisingly different from their usual style.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My house plant has yellow leaves, I think I'm overwatering it.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I finally sorted through all my old photos, so many memories.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"The school play was incredibly charming, the kids did a great job.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"My car's check engine light came on, I need to get it checked out soon.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
"I'm considering adopting a rescue dog, doing some research on breeds.",5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
The latest episode of that history show was truly eye-opening.,5,1495245139184,101845303640982410214,0x80db512222e6feff:0x2c42561d7e32661e,"['Hamburger restaurant', 'Fast food restaurant']","No-nonsense counter serve offering ample burger meals & global eats, including gyros & Mexican fare.",4.5,853,2
