text,rating,time,user_id,gmap_id,category,description,avg_rating,num_of_reviews,violation_type
Always good and I especially like this theater because it's clean!,5,1574708623230,103672617264293627657,0x80dcd10f6181c523:0xbdc8b1fd55d40430,"['Movie theater', 'Event venue']",,4.5,2395,4
Big servings and delicious food,5,1539931344798,112873652817950345916,0x80dcb61bbf5aa5df:0x2da2eded4e1ca737,['Restaurant'],,4.5,938,4
Best burgers in town!!!,5,1522437084803,106300764151393829368,0x80e849e46170fdfd:0xf2e7bbcda61a34e0,"['Hamburger restaurant', 'American restaurant', 'Diner', 'Fast food restaurant', 'Lunch restaurant', 'Restaurant']","Classic California-based burger chain serving customizable patties, hand-cut fries & thick shakes.",4.6,3732,4
"Convenient strip mall off highway 580 offers a small variety of restaurants and shopping. Panda Express, Dickie's BBQ, Subway, Bodi's Cafe, PetCo, Safeway and more. Easy in and out and lots of parking, too. If you're looking for a gym, there's a 24 Hour Fitness that's clean and has a lot of equipment from cardio to weight machines.",4,1508216469268,105403561796332592484,0x808f924d7851d603:0x8082930b4e9a82b1,['Shopping mall'],"Basic shopping center with a supermarket & other smaller stores, plus a nail salon & a coffee kiosk.",4.1,509,4
Long wait times,2,1488724756929,100319374986410763290,0x80daf95e922bcbf1:0xd8b8c2a379a2c334,"['Pizza restaurant', 'American restaurant', 'Chicken wings restaurant', 'Fast food restaurant', 'Pizza delivery', 'Pizza Takeout']","Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.",3.7,275,4
Clean and friendly.,5,1559364557370,113736779951134292207,0x809ae0c340da6f95:0x65bdea4fb94454b0,"['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout Restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']","Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.",3.7,458,4
"Tasty wings! We tried the original spicy (empty box, haha!), honey garlic, and lemon pepper. The original was my fave but the others were delicious as well! In their store, there is an explainer display about their farm to table process. Very interesting.",5,1615314463882,105342382173308949249,0x80858091d1a8dd83:0xc8cd24210b373c3a,"['Chicken wings restaurant', 'American restaurant', 'Hamburger restaurant', 'Sandwich shop']",Compact counter-serve restaurant offering Pakistani & Indian fare for takeout or delivery.,4.3,868,4
"Dr Saladin and his team is the best dentist for children in the Sacramento region.
I have tried many others. None even come close if you consider service and $ from your pocket.",5,1438503588807,101318863915002824901,0x809ad6237b1f2657:0x9d66b9499bdd81d6,"['Pediatric dentist', 'Dental clinic', 'Dentist']",,4.2,248,4
It's fine,3,1494952947919,106414538994735679260,0x80c2dbbdcffe0c19:0xe9e260912b352820,"['Buffet restaurant', 'Restaurant']","Casual buffet restaurant offering all-you-can-eat seafood, sushi rolls & other standard Asian fare.",3.4,365,4
bought yugioh cards here once and they were all fake,1,1563074020568,110408513894336583631,0x80eac7f56b0ba5e3:0x15d59331a5714cf7,"['Dollar store', 'Convenience store', 'Discount store', 'Drug store', 'Grocery store']","Bargain retail chain selling a range of household goods, groceries, beauty products & more.",4.2,484,4
